order_id,customer_id,region,product_id,quantity,sales_amount,order_date,discount
3294,395,East,116,3,360.00,2024-01-26,0.00
3558,247,East,104,1,150.00,2024-01-26,0.00
3636,358,South,107,1,250.00,2024-01-26,0.00
3765,313,East,127,2,19.20,2024-01-26,0.20
1805,306,East,138,1,17.10,2024-01-27,0.05
2746,345,East,117,3,71.25,2024-01-27,0.05
3680,266,East,115,4,36.00,2024-01-27,0.10
2296,239,South,127,2,22.80,2024-01-28,0.05
2764,280,West,117,5,112.50,2024-01-28,0.10
1372,239,West,110,2,360.00,2024-01-29,0.10
1761,373,East,121,1,110.00,2024-01-29,0.00
1955,281,South,135,1,198.00,2024-01-29,0.10
2523,229,North,112,1,80.00,2024-01-29,0.00
3692,375,South,108,1,45.00,2024-01-29,0.10
1442,368,East,121,1,110.00,2024-01-30,0.00
2577,217,South,105,2,665.00,2024-01-30,0.05
3336,389,South,112,1,76.00,2024-01-30,0.05
1137,339,West,134,2,135.00,2024-01-31,0.10
1407,327,North,123,1,52.25,2024-01-31,0.05
2442,390,South,120,1,171.00,2024-01-31,0.05
2663,381,West,128,1,18.00,2024-01-31,0.10
2778,318,South,104,2,270.00,2024-01-31,0.10
2996,321,North,121,1,110.00,2024-01-31,0.00
3004,244,South,130,4,162.00,2024-01-31,0.10
1667,292,South,130,3,128.25,2024-02-01,0.05
2657,394,East,109,4,114.00,2024-02-01,0.05
1853,243,West,119,1,29.75,2024-02-02,0.15
1903,377,East,108,3,142.50,2024-02-02,0.05
2344,382,North,111,2,162.00,2024-02-02,0.10
3095,383,East,129,3,255.00,2024-02-02,0.00
3182,293,West,131,1,180.00,2024-02-02,0.00
3247,380,East,116,3,342.00,2024-02-02,0.05
3548,393,West,133,1,128.00,2024-02-02,0.20
1186,355,West,116,3,360.00,2024-02-03,0.00
2014,295,West,108,1,50.00,2024-02-03,0.00
2980,376,East,129,5,382.50,2024-02-03,0.10
2991,354,East,102,2,1600.00,2024-02-03,0.00
3372,244,South,132,2,475.00,2024-02-03,0.05
1114,291,West,106,1,255.00,2024-02-04,0.15
1732,228,West,119,10,315.00,2024-02-04,0.10
3123,339,North,136,2,68.00,2024-02-04,0.15
1673,229,East,107,3,712.50,2024-02-05,0.05
2364,395,West,111,1,85.50,2024-02-05,0.05
2385,204,East,131,1,180.00,2024-02-05,0.00
2610,205,South,136,1,40.00,2024-02-06,0.00
3990,247,East,102,1,800.00,2024-02-07,0.00
1513,384,West,116,2,216.00,2024-02-08,0.10
2061,327,North,115,1,8.50,2024-02-08,0.15
2906,239,East,124,1,475.00,2024-02-08,0.05
3314,211,South,112,1,80.00,2024-02-08,0.00
3669,387,West,117,2,40.00,2024-02-09,0.20
3851,375,East,127,3,32.40,2024-02-10,0.10
1192,269,North,119,8,238.00,2024-02-11,0.15
1503,283,West,113,1,630.00,2024-02-11,0.10
3201,241,East,107,1,200.00,2024-02-11,0.20
2469,250,South,126,8,57.60,2024-02-12,0.10
3356,260,South,133,3,456.00,2024-02-12,0.05
1374,296,East,108,1,47.50,2024-02-13,0.05
2295,292,North,140,10,855.00,2024-02-13,0.10
2738,392,North,131,2,360.00,2024-02-14,0.00
3220,364,South,138,3,54.00,2024-02-14,0.00
1861,246,West,109,2,60.00,2024-02-15,0.00
1866,257,East,106,1,300.00,2024-02-15,0.00
2408,207,South,128,1,19.00,2024-02-15,0.05
1839,292,South,116,4,432.00,2024-02-16,0.10
2146,361,North,119,1,29.75,2024-02-16,0.15
3295,309,West,115,2,16.00,2024-02-16,0.20
1167,271,West,127,5,54.00,2024-02-18,0.10
2194,275,North,128,4,80.00,2024-02-18,0.00
2246,326,South,127,3,34.20,2024-02-18,0.05
2263,293,South,128,3,57.00,2024-02-18,0.05
2437,375,West,104,2,270.00,2024-02-18,0.10
3811,251,West,101,2,2280.00,2024-02-18,0.05
3732,385,South,136,2,72.00,2024-02-19,0.10
2609,299,West,115,6,54.00,2024-02-20,0.10
3774,212,North,117,5,112.50,2024-02-20,0.10
3804,259,West,108,1,50.00,2024-02-20,0.00
1084,340,East,137,1,12.00,2024-02-21,0.20
2144,315,North,125,1,280.00,2024-02-21,0.00
3888,341,West,121,2,198.00,2024-02-21,0.10
2074,303,North,140,5,427.50,2024-02-22,0.10
1498,229,South,136,3,120.00,2024-02-23,0.00
1671,399,South,127,10,108.00,2024-02-23,0.10
1892,389,South,127,6,64.80,2024-02-23,0.10
3523,228,North,130,1,45.00,2024-02-23,0.00
2954,289,East,120,1,144.00,2024-02-24,0.20
3771,357,West,129,2,161.50,2024-02-24,0.05
2166,360,West,136,1,34.00,2024-02-25,0.15
2441,397,South,119,3,99.75,2024-02-25,0.05
2838,331,North,120,1,180.00,2024-02-26,0.00
3065,371,West,105,1,332.50,2024-02-27,0.05
3133,248,East,134,2,150.00,2024-02-27,0.00
3151,272,East,119,1,29.75,2024-02-27,0.15
3679,368,West,123,3,132.00,2024-02-27,0.20
1270,306,East,108,1,50.00,2024-02-28,0.00
1536,335,North,112,2,160.00,2024-02-28,0.00
1605,252,West,122,1,95.00,2024-02-28,0.00
2527,377,South,112,1,68.00,2024-02-29,0.15
3516,230,West,133,1,160.00,2024-02-29,0.00
1546,214,South,110,3,510.00,2024-03-01,0.15
2254,244,North,134,3,213.75,2024-03-01,0.05
2807,241,West,113,2,1260.00,2024-03-01,0.10
2914,352,West,111,5,405.00,2024-03-01,0.10
3159,363,West,127,5,51.00,2024-03-01,0.15
3783,257,West,115,5,45.00,2024-03-01,0.10
2241,273,East,117,1,23.75,2024-03-02,0.05
3882,283,West,109,3,90.00,2024-03-02,0.00
2143,286,North,122,3,270.75,2024-03-03,0.05
2644,311,North,103,1,570.00,2024-03-03,0.05
2863,357,North,127,5,54.00,2024-03-03,0.10
3678,338,North,117,2,45.00,2024-03-03,0.10
3928,284,North,118,5,202.50,2024-03-03,0.10
1174,326,North,111,1,81.00,2024-03-04,0.10
3498,373,West,137,4,51.00,2024-03-04,0.15
2334,396,North,122,4,361.00,2024-03-05,0.05
2940,338,East,110,1,180.00,2024-03-05,0.10
1678,211,West,130,1,42.75,2024-03-07,0.05
1807,393,East,132,3,750.00,2024-03-07,0.00
2585,361,North,117,3,71.25,2024-03-07,0.05
2633,396,North,140,8,684.00,2024-03-07,0.10
2715,243,North,120,4,720.00,2024-03-07,0.00
3480,358,South,119,4,126.00,2024-03-07,0.10
2037,335,East,106,2,600.00,2024-03-08,0.00
2779,226,West,117,4,90.00,2024-03-08,0.10
3046,376,North,112,2,152.00,2024-03-08,0.05
3300,247,East,125,1,280.00,2024-03-08,0.00
3452,303,East,107,1,212.50,2024-03-08,0.15
3763,395,West,134,1,75.00,2024-03-08,0.00
2250,302,West,129,4,289.00,2024-03-09,0.15
2593,307,East,126,4,25.60,2024-03-09,0.20
2755,252,South,136,1,40.00,2024-03-09,0.00
3232,243,East,138,3,45.90,2024-03-09,0.15
1563,342,East,107,1,212.50,2024-03-10,0.15
2026,228,North,135,3,594.00,2024-03-10,0.10
1361,397,East,118,2,85.50,2024-03-11,0.05
2978,361,South,119,1,35.00,2024-03-11,0.00
3757,227,North,137,1,13.50,2024-03-11,0.10
1816,336,South,136,1,32.00,2024-03-12,0.20
2445,309,East,114,1,50.00,2024-03-12,0.00
2649,351,West,137,4,57.00,2024-03-12,0.05
2693,286,East,109,2,60.00,2024-03-12,0.00
1962,264,South,112,3,204.00,2024-03-13,0.15
2070,322,East,116,1,108.00,2024-03-13,0.10
2440,337,East,137,3,38.25,2024-03-13,0.15
3030,346,South,116,1,120.00,2024-03-13,0.00
3292,202,West,139,2,1235.00,2024-03-13,0.05
1228,304,East,134,3,213.75,2024-03-14,0.05
1772,212,East,128,3,60.00,2024-03-14,0.00
1778,373,South,104,1,135.00,2024-03-14,0.10
3285,359,West,133,1,160.00,2024-03-14,0.00
1599,238,East,120,1,180.00,2024-03-15,0.00
2854,351,North,115,2,19.00,2024-03-15,0.05
3410,293,West,117,4,100.00,2024-03-15,0.00
1644,289,North,121,1,110.00,2024-03-16,0.00
1701,311,West,115,5,45.00,2024-03-16,0.10
2273,244,East,130,2,81.00,2024-03-16,0.10
1125,220,West,127,4,48.00,2024-03-17,0.00
3562,396,North,132,1,237.50,2024-03-17,0.05
3581,316,West,118,1,42.75,2024-03-17,0.05
1346,380,South,131,1,180.00,2024-03-18,0.00
2415,309,South,138,3,43.20,2024-03-18,0.20
2714,201,West,132,2,500.00,2024-03-18,0.00
3203,243,North,122,1,85.50,2024-03-18,0.10
3245,239,East,123,5,247.50,2024-03-18,0.10
3405,271,South,116,3,324.00,2024-03-18,0.10
3662,246,West,114,8,340.00,2024-03-18,0.15
1134,390,West,140,5,427.50,2024-03-19,0.10
1904,359,South,135,1,198.00,2024-03-19,0.10
2035,358,East,110,2,320.00,2024-03-19,0.20
2740,276,South,114,3,150.00,2024-03-19,0.00
3303,211,West,115,2,18.00,2024-03-19,0.10
3524,366,South,101,1,1200.00,2024-03-19,0.00
3552,351,East,130,1,45.00,2024-03-19,0.00
3554,222,East,111,5,405.00,2024-03-19,0.10
1130,362,North,127,5,54.00,2024-03-20,0.10
1658,209,West,111,3,270.00,2024-03-20,0.00
2892,237,North,112,2,136.00,2024-03-20,0.15
3457,276,West,122,1,76.00,2024-03-20,0.20
1334,332,East,140,10,855.00,2024-03-21,0.10
1491,374,West,115,5,45.00,2024-03-21,0.10
2320,279,West,126,3,22.80,2024-03-21,0.05
3607,362,East,133,3,384.00,2024-03-21,0.20
1428,370,East,127,2,22.80,2024-03-22,0.05
2141,285,East,115,3,27.00,2024-03-22,0.10
2217,372,West,105,3,945.00,2024-03-22,0.10
2581,350,West,103,1,600.00,2024-03-22,0.00
2671,354,East,116,1,102.00,2024-03-22,0.15
3705,351,East,115,1,9.00,2024-03-23,0.10
1950,260,North,127,1,12.00,2024-03-24,0.00
2384,387,North,130,2,90.00,2024-03-24,0.00
2654,272,East,125,1,280.00,2024-03-24,0.00
1218,336,North,112,2,152.00,2024-03-25,0.05
1995,384,West,118,1,45.00,2024-03-25,0.00
2479,293,North,137,4,60.00,2024-03-25,0.00
2887,354,North,130,2,90.00,2024-03-25,0.00
3244,284,West,126,1,7.20,2024-03-25,0.10
3494,336,East,126,6,38.40,2024-03-26,0.20
3584,251,South,122,1,85.50,2024-03-26,0.10
1156,289,East,113,1,630.00,2024-03-27,0.10
1572,212,East,104,4,570.00,2024-03-27,0.05
2352,251,West,120,2,342.00,2024-03-27,0.05
2496,273,East,126,2,15.20,2024-03-27,0.05
1422,276,South,103,1,510.00,2024-03-28,0.15
2514,320,North,134,1,71.25,2024-03-28,0.05
1307,393,West,116,1,120.00,2024-03-29,0.00
2505,258,North,104,1,135.00,2024-03-29,0.10
2796,272,South,115,6,48.00,2024-03-29,0.20
1295,327,North,126,2,12.80,2024-03-30,0.20
1939,351,East,110,3,480.00,2024-03-30,0.20
2556,215,West,114,4,170.00,2024-03-30,0.15
2765,242,East,118,4,180.00,2024-03-30,0.00
3129,392,West,118,3,128.25,2024-03-30,0.05
3237,352,West,115,1,10.00,2024-03-30,0.00
3305,321,South,134,1,60.00,2024-03-30,0.20
3501,228,South,115,5,45.00,2024-03-30,0.10
3622,258,South,116,3,342.00,2024-03-30,0.05
2191,217,North,123,2,104.50,2024-03-31,0.05
2418,296,North,127,1,11.40,2024-03-31,0.05
2994,274,East,114,1,42.50,2024-03-31,0.15
3255,216,North,126,3,22.80,2024-03-31,0.05
3347,245,West,128,5,90.00,2024-03-31,0.10
3425,250,West,138,6,97.20,2024-03-31,0.10
3940,235,East,115,2,20.00,2024-03-31,0.00
2530,201,South,121,3,313.50,2024-04-01,0.05
3906,248,South,139,1,585.00,2024-04-01,0.10
1110,394,South,122,3,270.75,2024-04-02,0.05
1704,240,West,131,1,144.00,2024-04-03,0.20
1931,221,West,119,1,33.25,2024-04-03,0.05
2833,203,West,126,6,43.20,2024-04-03,0.10
3796,345,North,107,1,237.50,2024-04-03,0.05
3982,276,West,122,2,190.00,2024-04-03,0.00
1090,214,South,108,1,47.50,2024-04-04,0.05
1493,224,South,117,2,47.50,2024-04-04,0.05
1540,283,West,117,1,22.50,2024-04-04,0.10
2673,246,South,120,2,324.00,2024-04-04,0.10
2700,243,West,111,4,342.00,2024-04-04,0.05
2919,211,West,117,2,47.50,2024-04-04,0.05
3156,296,West,105,2,665.00,2024-04-04,0.05
3557,398,North,130,2,90.00,2024-04-04,0.00
3695,346,North,133,2,304.00,2024-04-04,0.05
1849,352,West,105,2,665.00,2024-04-05,0.05
2608,313,South,127,3,36.00,2024-04-05,0.00
2992,377,East,112,4,304.00,2024-04-05,0.05
3312,366,North,126,4,28.80,2024-04-05,0.10
1310,276,West,118,5,202.50,2024-04-06,0.10
1927,230,West,118,1,45.00,2024-04-06,0.00
3408,391,East,104,1,135.00,2024-04-06,0.10
3539,399,West,121,3,313.50,2024-04-06,0.05
3555,213,West,127,2,20.40,2024-04-06,0.15
1468,267,East,126,1,7.60,2024-04-07,0.05
2044,312,North,123,1,52.25,2024-04-07,0.05
2734,201,East,115,3,25.50,2024-04-07,0.15
3824,299,West,108,2,100.00,2024-04-07,0.00
1243,339,West,108,5,225.00,2024-04-08,0.10
2393,273,East,116,3,306.00,2024-04-08,0.15
3957,234,West,106,1,285.00,2024-04-08,0.05
2728,234,West,106,1,270.00,2024-04-09,0.10
2961,208,East,127,1,9.60,2024-04-09,0.20
3313,348,East,110,2,400.00,2024-04-09,0.00
3848,292,North,137,2,28.50,2024-04-09,0.05
1020,317,South,114,2,100.00,2024-04-10,0.00
1044,274,East,119,10,315.00,2024-04-10,0.10
2094,231,South,126,4,32.00,2024-04-10,0.00
2205,327,West,118,2,81.00,2024-04-10,0.10
1553,203,East,123,1,52.25,2024-04-11,0.05
2275,371,West,120,1,171.00,2024-04-11,0.05
2299,295,North,102,1,680.00,2024-04-11,0.15
2389,340,East,128,6,108.00,2024-04-11,0.10
2494,296,West,117,2,50.00,2024-04-11,0.00
2563,375,East,119,1,35.00,2024-04-11,0.00
2602,234,East,126,1,8.00,2024-04-11,0.00
3044,285,North,132,2,500.00,2024-04-11,0.00
3375,216,North,114,3,127.50,2024-04-11,0.15
1182,329,North,137,1,15.00,2024-04-12,0.00
2211,205,North,126,5,36.00,2024-04-12,0.10
2244,305,West,136,5,180.00,2024-04-12,0.10
3225,295,East,104,1,142.50,2024-04-12,0.05
1184,251,East,127,2,22.80,2024-04-13,0.05
2128,397,West,134,2,150.00,2024-04-13,0.00
2891,392,East,134,2,135.00,2024-04-13,0.10
3627,362,East,118,2,85.50,2024-04-13,0.05
3870,298,North,104,1,150.00,2024-04-13,0.00
3898,349,North,127,1,12.00,2024-04-13,0.00
1024,214,East,123,4,209.00,2024-04-14,0.05
3728,233,East,101,2,2280.00,2024-04-14,0.05
3792,319,East,137,4,60.00,2024-04-14,0.00
3838,217,West,119,2,70.00,2024-04-14,0.00
1558,349,South,121,2,220.00,2024-04-15,0.00
1796,357,South,140,2,190.00,2024-04-15,0.00
2346,341,East,121,2,198.00,2024-04-15,0.10
3041,331,North,137,3,45.00,2024-04-15,0.00
3857,324,North,135,1,220.00,2024-04-15,0.00
2195,306,West,118,2,81.00,2024-04-16,0.10
3564,235,South,109,4,114.00,2024-04-16,0.05
1587,393,East,108,3,127.50,2024-04-17,0.15
2007,269,East,114,6,270.00,2024-04-17,0.10
2196,300,West,138,2,34.20,2024-04-17,0.05
3781,255,South,140,3,285.00,2024-04-17,0.00
3808,379,West,109,2,60.00,2024-04-17,0.00
1348,231,South,140,1,95.00,2024-04-18,0.00
1455,397,East,128,2,36.00,2024-04-18,0.10
2015,327,West,138,2,34.20,2024-04-18,0.05
3087,331,West,105,1,350.00,2024-04-18,0.00
2375,381,South,136,4,160.00,2024-04-19,0.00
3246,214,North,101,3,3600.00,2024-04-19,0.00
3489,248,East,127,4,45.60,2024-04-19,0.05
1225,340,West,122,2,190.00,2024-04-20,0.00
1567,398,West,126,3,24.00,2024-04-20,0.00
3208,329,North,121,1,110.00,2024-04-20,0.00
3666,204,South,138,5,81.00,2024-04-20,0.10
1867,357,South,119,5,157.50,2024-04-21,0.10
2705,392,West,129,2,144.50,2024-04-21,0.15
3355,367,West,125,2,532.00,2024-04-21,0.05
3528,293,South,124,1,475.00,2024-04-21,0.05
2606,325,North,114,10,450.00,2024-04-22,0.10
3724,356,South,129,1,85.00,2024-04-22,0.00
3704,393,East,131,1,180.00,2024-04-23,0.00
3722,275,East,129,2,161.50,2024-04-23,0.05
3802,214,West,127,5,54.00,2024-04-23,0.10
1391,225,West,120,1,153.00,2024-04-24,0.15
2343,313,South,127,5,54.00,2024-04-24,0.10
2568,211,South,137,4,57.00,2024-04-24,0.05
3488,301,South,119,6,189.00,2024-04-24,0.10
1707,341,West,121,2,220.00,2024-04-25,0.00
1982,302,West,138,1,16.20,2024-04-25,0.10
2535,306,East,135,2,440.00,2024-04-25,0.00
2656,228,East,138,2,30.60,2024-04-25,0.15
2880,387,South,127,2,22.80,2024-04-25,0.05
3713,308,South,123,2,104.50,2024-04-25,0.05
3933,367,East,115,6,54.00,2024-04-25,0.10
1406,380,East,116,3,306.00,2024-04-26,0.15
3626,240,North,124,3,1500.00,2024-04-26,0.00
1471,346,West,137,4,57.00,2024-04-27,0.05
1945,334,North,128,3,57.00,2024-04-27,0.05
1524,204,North,122,3,285.00,2024-04-28,0.00
1900,207,East,118,2,90.00,2024-04-28,0.00
2154,203,East,122,1,85.50,2024-04-28,0.10
1525,242,East,140,1,85.50,2024-04-29,0.10
1902,394,East,140,4,323.00,2024-04-29,0.15
2354,210,North,114,1,50.00,2024-04-29,0.00
2531,259,North,122,1,95.00,2024-04-29,0.00
3077,292,East,134,1,75.00,2024-04-29,0.00
1949,304,East,140,3,285.00,2024-04-30,0.00
2380,260,South,130,2,85.50,2024-04-30,0.05
2566,228,West,120,1,180.00,2024-04-30,0.00
2732,217,West,111,1,90.00,2024-04-30,0.00
3864,369,West,128,1,18.00,2024-04-30,0.10
3953,240,East,132,2,400.00,2024-04-30,0.20
1695,335,East,104,2,300.00,2024-05-01,0.00
3031,360,South,115,10,90.00,2024-05-01,0.10
1309,398,East,128,10,180.00,2024-05-02,0.10
1470,277,West,118,5,202.50,2024-05-02,0.10
1975,252,North,117,3,75.00,2024-05-02,0.00
2866,205,South,101,2,2280.00,2024-05-02,0.05
1652,360,South,121,4,440.00,2024-05-03,0.00
2570,300,North,122,3,270.75,2024-05-03,0.05
2687,391,East,134,3,202.50,2024-05-03,0.10
2883,245,East,110,2,360.00,2024-05-03,0.10
3826,343,South,128,5,85.00,2024-05-03,0.15
2212,372,East,131,1,180.00,2024-05-04,0.00
3093,211,North,112,4,304.00,2024-05-04,0.05
3855,396,South,127,3,34.20,2024-05-04,0.05
3972,244,South,109,2,51.00,2024-05-04,0.15
1288,240,West,117,2,50.00,2024-05-05,0.00
2036,374,East,112,2,152.00,2024-05-05,0.05
2818,322,East,129,4,340.00,2024-05-05,0.00
3482,312,West,122,4,380.00,2024-05-05,0.00
3674,220,West,108,3,142.50,2024-05-05,0.05
3861,297,South,127,5,54.00,2024-05-05,0.10
2060,371,North,121,2,198.00,2024-05-06,0.10
2412,366,South,128,6,108.00,2024-05-06,0.10
3043,288,East,136,3,102.00,2024-05-06,0.15
2681,254,North,117,2,42.50,2024-05-07,0.15
3017,252,East,112,2,152.00,2024-05-07,0.05
3082,238,South,119,3,105.00,2024-05-07,0.00
1473,395,East,132,2,450.00,2024-05-08,0.10
3346,240,West,128,3,57.00,2024-05-08,0.05
3889,205,South,113,1,665.00,2024-05-08,0.05
3659,203,East,128,2,40.00,2024-05-09,0.00
1202,236,East,115,10,90.00,2024-05-11,0.10
1421,348,East,127,1,10.20,2024-05-11,0.15
2580,374,North,114,6,270.00,2024-05-11,0.10
2884,294,North,136,2,80.00,2024-05-11,0.00
3025,344,West,109,1,25.50,2024-05-11,0.15
3948,398,South,102,1,720.00,2024-05-11,0.10
1236,330,East,111,4,342.00,2024-05-12,0.05
1452,322,South,126,8,57.60,2024-05-12,0.10
3453,243,North,128,3,60.00,2024-05-12,0.00
3491,347,South,138,1,16.20,2024-05-12,0.10
3860,361,East,128,1,20.00,2024-05-12,0.00
1345,222,West,117,2,50.00,2024-05-13,0.00
2328,220,West,130,1,40.50,2024-05-13,0.10
3823,203,East,115,2,17.00,2024-05-14,0.15
2108,224,North,108,1,50.00,2024-05-15,0.00
2655,271,North,121,3,330.00,2024-05-16,0.00
3677,365,North,128,2,34.00,2024-05-16,0.15
1206,259,East,129,3,242.25,2024-05-17,0.05
2321,270,West,126,8,57.60,2024-05-17,0.10
2564,237,East,134,3,213.75,2024-05-17,0.05
2953,352,West,119,4,133.00,2024-05-17,0.05
3379,303,South,126,4,28.80,2024-05-17,0.10
3207,263,South,132,1,225.00,2024-05-18,0.10
3684,218,South,135,1,187.00,2024-05-18,0.15
1120,261,South,107,1,225.00,2024-05-19,0.10
1210,323,South,122,4,380.00,2024-05-19,0.00
1573,390,East,114,4,200.00,2024-05-19,0.00
1799,298,North,119,1,33.25,2024-05-19,0.05
2981,351,East,130,2,90.00,2024-05-19,0.00
3665,344,West,108,3,120.00,2024-05-19,0.20
1621,289,East,118,5,202.50,2024-05-20,0.10
1814,266,North,102,1,800.00,2024-05-20,0.00
3540,350,North,119,1,35.00,2024-05-20,0.00
2163,342,North,113,1,700.00,2024-05-21,0.00
2240,353,East,123,2,110.00,2024-05-21,0.00
2650,367,South,119,5,157.50,2024-05-21,0.10
3367,334,North,137,3,42.75,2024-05-21,0.05
3531,313,East,139,1,650.00,2024-05-21,0.00
1832,216,West,114,1,40.00,2024-05-22,0.20
2963,288,South,110,1,200.00,2024-05-22,0.00
1889,318,South,106,4,1200.00,2024-05-23,0.00
2481,242,North,110,2,380.00,2024-05-23,0.05
2983,312,East,130,2,81.00,2024-05-23,0.10
1138,234,North,126,5,36.00,2024-05-24,0.10
1300,345,West,111,3,270.00,2024-05-24,0.00
2008,273,North,130,4,180.00,2024-05-24,0.00
2305,231,East,110,2,360.00,2024-05-24,0.10
2572,297,East,139,2,1235.00,2024-05-24,0.05
2930,372,North,137,3,45.00,2024-05-24,0.00
1465,244,West,135,1,220.00,2024-05-25,0.00
1583,237,West,133,2,320.00,2024-05-25,0.00
2342,296,South,115,6,54.00,2024-05-25,0.10
2837,313,West,108,1,42.50,2024-05-25,0.15
2864,390,South,109,3,85.50,2024-05-25,0.05
2896,362,North,104,1,150.00,2024-05-25,0.00
3029,293,East,138,8,115.20,2024-05-25,0.20
3419,217,South,133,1,128.00,2024-05-25,0.20
1158,319,East,140,1,85.50,2024-05-26,0.10
1783,358,South,114,8,360.00,2024-05-26,0.10
2735,319,West,106,1,300.00,2024-05-26,0.00
3176,354,West,133,2,304.00,2024-05-26,0.05
